category,name,_id,base,bin,Info,type,exp,city,state,country,zip,bank,refundable
Cards,Credit Card,157,2024_04_13_US_59US_WRITE_559-558-7351,410039,CLASSIC,CREDIT,Aug-23,South April,WA,US,24867,"CITIBANK, N.A.",1
Cards,Credit Card,158,2024_02_26_US_00VF_SKILL_(796)762-5727,410039,GOLD,DEBIT,Jun-25,Port Michael,TX,US,91786,CHASE BANK,0
Cards,Credit Card,159,2024_04_22_US_82KL_ACT_582-419-9643x2629,520041,CLASSIC,CREDIT,Dec-28,Davisside,TX,US,53368,WELLS FARGO,1
Cards,Credit Card,160,2024_01_08_US_21RH_SOME_+1-972-794-8770x5612,630042,GOLD,CREDIT,Jan-24,Coffeystad,TX,US,18016,CHASE BANK,1
Cards,Credit Card,161,2024_08_16_US_41HX_SUGGEST_845.277.3295,630042,PLATINUM,DEBIT,Dec-29,Jonesside,WA,US,48082,CHASE BANK,1
Cards,Credit Card,162,2024_05_06_US_80LK_RAISE_+1-498-384-5649x8304,410039,GOLD,CREDIT,Jun-30,Ballardmouth,FL,US,40926,CHASE BANK,0
Cards,Credit Card,163,2024_01_11_US_71EI_CHARGE_9017993488,410039,PLATINUM,DEBIT,Sep-30,Edwinshire,WA,US,76776,BANK OF AMERICA,0
Cards,Credit Card,164,2024_09_07_US_99DV_PAPER_+1-974-911-8022x757,630042,PLATINUM,DEBIT,Nov-25,Howardfort,CA,US,21771,CHASE BANK,0
Cards,Credit Card,165,2024_10_26_US_43OE_ESPECIALLY_701-452-7468,520041,GOLD,CREDIT,Nov-29,Mitchellmouth,CA,US,57773,WELLS FARGO,1
Cards,Credit Card,166,2024_04_30_US_24WX_IDEA_944.739.3829,630042,CLASSIC,DEBIT,Aug-26,Lake Christopher,TX,US,39813,BANK OF AMERICA,1
Cards,Credit Card,167,2024_06_05_US_94FR_THOUGHT_862-321-7893,520041,CLASSIC,CREDIT,Sep-27,Debratown,WA,US,37842,"CITIBANK, N.A.",1
Cards,Credit Card,168,2024_07_01_US_65OO_EVERYONE_543-629-4789x0955,630042,PLATINUM,DEBIT,Jun-24,South Royville,TX,US,57514,WELLS FARGO,0
Cards,Credit Card,169,2024_06_28_US_04SA_PRODUCE_4923048904,410039,CLASSIC,DEBIT,Oct-27,Carlostown,WA,US,29731,WELLS FARGO,1
Cards,Credit Card,170,2024_04_24_US_98TP_YOUNG_532.260.0184x7312,410039,GOLD,CREDIT,Sep-26,Reynoldsmouth,CA,US,53805,BANK OF AMERICA,1
Cards,Credit Card,171,2024_09_15_US_27HW_SOMETIMES_(987)760-8252x8511,520041,PLATINUM,CREDIT,Aug-24,Port Ryanland,TX,US,21787,"CITIBANK, N.A.",0
Cards,Credit Card,172,2024_02_18_US_47RS_FOR_001-246-359-3145x605,630042,GOLD,CREDIT,Sep-28,North Martinbury,NY,US,73645,"CITIBANK, N.A.",0
Cards,Credit Card,173,2024_11_02_US_07NV_PM_275-220-9659,520041,CLASSIC,DEBIT,Aug-28,Kimberg,NY,US,06976,WELLS FARGO,0
Cards,Credit Card,174,2024_01_20_US_71GE_SAY_7799565313,410039,PLATINUM,DEBIT,Jun-26,West Mariomouth,CA,US,28022,BANK OF AMERICA,0
Cards,Credit Card,175,2024_03_27_US_20PK_WALK_677-944-2223x10095,520041,CLASSIC,CREDIT,Dec-27,South Brittany,WA,US,97459,"CITIBANK, N.A.",1
Cards,Credit Card,176,2024_07_27_US_33JK_DOWN_227-754-6895x4802,520041,GOLD,DEBIT,Nov-29,Port Geraldport,WA,US,72371,CHASE BANK,1
Cards,Credit Card,177,2024_07_31_US_01AL_FORMER_(917)725-5633x2990,520041,PLATINUM,CREDIT,May-24,East Natasha,WA,US,95739,CHASE BANK,1
Cards,Credit Card,178,2024_09_03_US_65QN_POSSIBLE_(620)681-6274,520041,GOLD,CREDIT,Nov-23,Nicholasmouth,NY,US,81555,"CITIBANK, N.A.",1
Cards,Credit Card,179,2024_06_18_US_46WZ_MAJORITY_909-966-6257x76317,630042,CLASSIC,CREDIT,Oct-27,Jenniferton,CA,US,51227,CHASE BANK,1
Cards,Credit Card,180,2024_03_05_US_22ST_OK_540.708.7020x7913,630042,PLATINUM,DEBIT,May-28,Gibsonmouth,TX,US,10359,BANK OF AMERICA,1
Cards,Credit Card,181,2024_03_13_US_21TD_RULE_001-745-736-8316x47788,630042,GOLD,CREDIT,Sep-27,East Alexander,CA,US,29346,BANK OF AMERICA,1
Cards,Credit Card,182,2024_06_12_US_89PJ_FAST_001-393-757-4842x33389,410039,GOLD,DEBIT,Mar-27,Nelsonberg,TX,US,10524,"CITIBANK, N.A.",0
Cards,Credit Card,183,2024_08_04_US_16PY_DOWN_(890)287-9405x172,630042,CLASSIC,DEBIT,Dec-29,Greenton,FL,US,74019,"CITIBANK, N.A.",0
Cards,Credit Card,184,2024_01_19_US_68LX_HIGH_8387880229,520041,PLATINUM,CREDIT,Jan-27,South Wendychester,WA,US,69326,CHASE BANK,0
Cards,Credit Card,185,2024_03_27_US_73VH_NOT_357.201.7151x62557,630042,PLATINUM,DEBIT,Jun-23,Aguirrechester,FL,US,37165,CHASE BANK,0
Cards,Credit Card,186,2024_07_26_US_39KV_BOX_901-447-7366,520041,GOLD,DEBIT,Jun-30,East Christina,CA,US,24800,WELLS FARGO,0
Cards,Credit Card,187,2024_10_16_US_32ZB_BETWEEN_370-254-9459x985,410039,CLASSIC,CREDIT,Mar-29,Michaelatown,WA,US,17396,BANK OF AMERICA,0
Cards,Credit Card,188,2024_11_06_US_26OI_WORD_(438)749-8451x022,520041,GOLD,CREDIT,Jan-27,North Derekshire,FL,US,22121,BANK OF AMERICA,0
Cards,Credit Card,189,2024_08_03_US_90ED_BACK_205-696-2196x281,520041,PLATINUM,CREDIT,Dec-26,Lake Matthewmouth,WA,US,82610,WELLS FARGO,0
Cards,Credit Card,190,2024_06_05_US_37VO_MINUTE_001-264-601-7861,520041,CLASSIC,DEBIT,Aug-30,North Alexfurt,CA,US,49763,WELLS FARGO,0
Cards,Credit Card,191,2024_04_19_US_14GT_TRUE_620.481.3229,630042,CLASSIC,DEBIT,Jan-29,West Joshuaborough,TX,US,40150,"CITIBANK, N.A.",0
Cards,Credit Card,192,2024_03_22_US_57UA_SING_001-533-917-6664x42707,630042,CLASSIC,CREDIT,Jan-27,New Maxmouth,CA,US,31798,CHASE BANK,0
Cards,Credit Card,193,2024_02_05_US_26OB_FACTOR_+1-621-550-3213x111,630042,PLATINUM,DEBIT,Jul-26,Lake Randyview,WA,US,78117,BANK OF AMERICA,1
Cards,Credit Card,194,2024_01_28_US_85KZ_AFFECT_4083450147,520041,CLASSIC,DEBIT,Apr-27,Wendyburgh,WA,US,49470,WELLS FARGO,0
Cards,Credit Card,195,2024_11_22_US_40RW_INTERVIEW_783-294-6317x45570,410039,PLATINUM,DEBIT,Oct-30,Evelynhaven,TX,US,86375,"CITIBANK, N.A.",0
Cards,Credit Card,196,2024_05_18_US_76RG_RESPONSIBILITY_+1-295-407-9612,630042,CLASSIC,CREDIT,Mar-23,Reginamouth,WA,US,71161,WELLS FARGO,0
Cards,Credit Card,197,2024_02_09_US_12XE_THREAT_243-572-9223x084,630042,GOLD,CREDIT,Mar-30,Kristinview,NY,US,45605,CHASE BANK,1
Cards,Credit Card,198,2024_11_07_US_27JS_TRAVEL_(671)374-5019,630042,PLATINUM,CREDIT,May-27,Lake Jacobmouth,WA,US,68361,WELLS FARGO,0
Cards,Credit Card,199,2024_09_13_US_89DX_MORNING_468.306.5117x7406,410039,CLASSIC,DEBIT,Jun-23,West Kristinaton,WA,US,53657,CHASE BANK,0
Cards,Credit Card,200,2024_10_30_US_53VZ_SENSE_001-390-748-2691,630042,CLASSIC,DEBIT,Apr-25,Hawkinsborough,CA,US,16022,WELLS FARGO,0
